Month,Year,Comments
9,2022,Please JA culture in hotels not American.
9,2022,Work on crime and violence in communities affected.
9,2022,Had a fabulous time. Everyone was great!
9,2022,Spirit Airlines is the worst.
9,2022,Great times.
9,2022,Seasoning of the food.
9,2022,Booby Cay - lots of garbage. Would be so beautiful if less garbage.
9,2022,Everyone to everything was amazing.
9,2022,Room service should be available at all-inclusive resorts.
9,2022,"Smile more, makes for a better day."
9,2022,Continue to focus on accommodating the tourist.
9,2022,Get the chairs updated too many rust and remodel the gate entry.
9,2022,Great vacation.
9,2022,Accept your own money for products purchased.
9,2022,Too expensive $10k for 4 - 1 week. I have never spent that before.
9,2022,Personal travel restrictions.
9,2022,More transportation more reasonable.
9,2022,Road conditions were dangerous at times with potholes; resorts should pay taxes to maintain them.
9,2022,Stop asking for tips.
9,2022,Jmaaica best.
9,2022,I love you Jamaica.
9,2022,Thank you for a wonderful trip.
9,2022,"We stayed primarily on Hilton Rose Hall, left once for Dreamer Catamaran."
9,2022,Jamaica is beautiful.
9,2022,Fantastic time spent in Ocho Rios.
9,2022,Fantastic time.
9,2022,Thank you so much for the awesome stay. Definitely will be back.
9,2022,Don't make employees wear masks.
9,2022,Customs process need to improve. The agents are incredibly slow and often rude.
9,2022,I had a great time. Be back soon.
9,2022,Everything was nice and welcoming.
9,2022,Clean up your beaches.
9,2022,Recycle the plastic.
9,2022,"No clear direction with customs; pre registered online, do directions, had to repeat process upon arrival."
9,2022,We love it here. Can't wait to come back.
9,2022,Not at this time.
9,2022,I enjoyed my trip and thank you for being so kind.
9,2022,Items were stolen form my bags.
9,2022,Online immigration forms were filled out but system was down and we had to fill out again.
9,2022,We feel we were taken advantage of when we converted our money for Jamaican money at the airport.
9,2022,Recommend but with warnings about service friendliness.
9,2022,We love Jamaica. We will be back.
9,2022,Very nice.
9,2022,The roads are terrible and government need to put a bigger focus on fixing the roads.
9,2022,Upgrade airport outdoor bar or port would be great.
9,2022,Customer service needs a lot of improvement.
9,2022,Sometimes immigration can be rude and brash - customer service.
9,2022,Customer service improvement or additional cs training is needed.
9,2022,Customer service training for all areas of Jamaica. Charge Chinese tax as business.
9,2022,The roads need fixing.
9,2022,Too expensive. Tours were a rip off.
9,2022,Security check point very disappointing service to a disabled lady by menber of your team - a bleached out lady with glasses.
9,2022,Soon come back.
9,2022,The airport start on departures were extremely rude and interested in the customers very poor in comparison to what I have experienced.
9,2022,Services in restaurants or pubs were slow.
9,2022,Better customer service at the airport.
9,2022,Improve on customer service in all sector.
9,2022,Very difficult banking services despite having the same bank in Canada.
10,2022,god bless you all!
10,2022,jamaica is a beautiful and loving country. I try to come every year
10,2022,"loved the culture, people and food of jamaica"
10,2022,"loved our visit, will definately return"
10,2022,pre customs online delayed us at the airport
10,2022,"better rating system, make it easier to see the sites. clean up trash"
10,2022,we loved everyone's attitude in jamaica. so welcoming and friendly
10,2022,your country is beautiful
10,2022,cut back on food wastage
10,2022,"keep Jamaica safe, clean and prices reasonable and I will be back"
10,2022,the government need to have hotels screen workers
10,2022,The only thing I noticed was the amount of trash along the roadsides
10,2022,HAD A HOSPITAL VISIT. RESORT HAD TO GET INVOLVED TO FIX PROBLEM WITH BILLING AND DOCUMENTATION
10,2022,MORE ATM'S OR ACCEPT TIP THROUGH CASHAPP
10,2022,"YOU HAVE A BEAUTIFUL COUNTRY, THANKS FOR SHARING YOUR CULTURE"
10,2022,"I WILL COME BACK TO EXPERIENCE THE REAL JAMAICAN LIFE, NOT TO STAY IN A RESORT DESIGNED FOR PEOPLE THAT DONT CARE WHERE THEY ARE"
10,2022,THERE WAS NOT A LINE @TSA THE WORKER ACTED AS IF WE SHOULD HURRY THERE WAS ONLY 5 PEOPLE
10,2022,"TRAFFIC IS HEAVY, IMPROVE MAIN ROADS"
10,2022,BAD CUSTOMER SERVICE
10,2022,"DISSAPOINTED, HAD JEWELRY STOLEN @HOTEL"
10,2022,WOULD LIKE TO SEE MORE PRIVATE / GENDER NEUTRAL RESTROOMS
10,2022,ENJOYED OUR STAY
10,2022,BEAUTIFUL COUNTRY AND CULTURE 10/10
10,2022,PEOPLE WORKING IN DUTY FREE IN THE AIRPORT WERE EXTREMLY RUDE
10,2022,WILL ALWAYS COME BACK TO JAMAICA
10,2022,THANK YOU FOR HAVING US
10,2022,WHY DONT THEY USE E.C MONEY ANYWHERE?
10,2022,PANDEMIC IS OVER
10,2022,RIU WAS AWESOME. TAXI RIDE WAS UTTERLY FRIGHTENING. TAXI DRIVER INTIMIDATED US
10,2022,TURN ON AC AT AIRPORT
10,2022,we were treated very well
10,2022,"people were very welcoming, friendly and helpful"
10,2022,dont make people over 70 to remove shoes at airport
10,2022,"roads to negril, private landing strip as well"
10,2022,stamp passport regardless of using kiosk
10,2022,wanted a stamp for my passport even when using a kiosk
10,2022,faster customs
10,2022,more fansin customs arrival/waiting area
10,2022,more cooling in customs
10,2022,i would of loved to purchase thing but felt to pushed
10,2022,have a serious convo with sandals
10,2022,dont promote sandals
10,2022,get food service on time
10,2022,"overall great experience. invest in roads, more police"
10,2022,"WE WILL BE BACK  ""YA MAN"""
10,2022,THE INFASTRUCTURE REALLY NEEDS WORK. POT HOLES REALLY MESSED WITH MY RENTAL CAR
10,2022,KEEP JAMAICA CLEAN AND SAFE
10,2022,JAMAICA NEEDS TO CONTINUE TEACHING LOVE
10,2022,DELTA GATE AGENTS WERE RUDE
10,2022,SOME AIRPORT EMPLOYEES NOT FRIENDLY
10,2022,CLEAN THE STREETS
10,2022,PEOPLE ARE REALLY FRIENDLY AND HELPFUL. WE HAD AN AMAZING TIME. WE DEFINATELY WANT TO COME BACK
10,2022,OTHERS SAID THEY WOULD FEEL BETTER IF WE GOT A RECEIPT FOR THE ONLINE REGISTRATION
10,2022,"THIS IS OUR 8TH TRIP TO NEGRIL, WE LOVE IT"
10,2022,ONLINE FORM COMPLETED BUT STILL MAJOR DELAYS COMING THROUGH CUSTOMS
10,2022,WIFI WAS HORRIBLE AND PROCESS UPON ARRIVAL AT AIRPORT WAS CONFUSING
10,2022,"BETTER FIRECTION, INSTRUCTION WHEN ENTERING JAMAICA, AIRPORT WAS CHOATIC"
10,2022,"ROADS REPAIRED, CLEAN STREETS"
10,2022,"EXCELLENCE OYSTER BAY, HAD ISSUES WITH ROOM, FIRST 2 NIGHT. LOVED EVERYTHING ELSE!"
10,2022,AMAZING TRIP HAD A FABOULOUS TIME
10,2022,COULD USE ONLINE SURVEY
11,2022,Jamaica has a reputation in my hometown of being a place where tourists get  harassed which discourages repeat travel to Jamaica.
11,2022,Customs coming in was very slow.
11,2022,Not very good 2 hours upon arrival getting through customs (extremely bad and confusing).
11,2022,Fix taxi services.
11,2022,Your population is the best and friendliest I've ever met.
11,2022,Should always get passport stamp.
11,2022,Thank you Jamaica.
11,2022,We Love Jamaica!
11,2022,Clean up place.
11,2022,My stay was wonderful.
11,2022,No it was fine.
11,2022,They could treat the workers better cause they are why I would come back.
11,2022,Bring in for restaurants especially KFC is the bum.
11,2022,The tauts on the beach got nasty after a while.
11,2022,We really did not leave the resort during our stay. Mostly because of time.
11,2022,"Enjoyed my visit, disappointed in our resort. Found the people to be mostly friendly."
11,2022,"Was great, loved the people. Grand Palladium was not the greatest to stay at unfortunately."
11,2022,Jamaica is awesome. Yah mon.
11,2022,We need a direct flight from Ottawa on Canada.
11,2022,We spent a lot of money to come here. Was not good at all. Lots of attitude from staff. Hotel ran out of shampoo.
11,2022,Loved it all.
11,2022,Airport services should improved.
11,2022,I love Jamaica!! Yah mon I am a travel agent and recommend to all my clients.
11,2022,Fabulous country.
11,2022,Pay for individuals working at the hotel resort need to be increased greatly.
11,2022,Friendlier customs staff.
11,2022,Service is very slow everywhere lack of goods (restaurants/ hotels out of everything).
11,2022,The security at the airport were somehow rude (yelling at us) They should be more polite and courteous.
11,2022,The airport staff could be a lot more pleasant.
11,2022,Very fun place.
11,2022,Allow more arrival forms to be completed online. Horrible lines - covid precautions absent in arrival customs or Immigration Hall.
11,2022,Wi-Fi connection/ stability bad.
11,2022,Having zone areas where people can't peddle things on the beaches.
11,2022,Enjoyable visit.
11,2022,Very very friendly and kind people.
11,2022,Keep the country clean.
11,2022,Would be welcomed if it was safe to travel independently and not through a travel company.
11,2022,"Thoroughly enjoyed the holiday, Made to feel very welcome."
11,2022,No Jamaica is good.
11,2022,The WiFi is very poor.
11,2022,Bag drop was a nightmare at airport.
11,2022,International arrival is not as efficient.
11,2022,Travel was as easy as precovid. Well done.
11,2022,The people were very friendly.
11,2022,Love Jamaica!
11,2022,Excellent!
11,2022,The people we met were great.
11,2022,Beautiful country and people. Wonderful time.
11,2022,Beautiful place to visit.
11,2022,Clean the bus used as airport travel transfer.
11,2022,This was our 5th time to Jamaica and will be back!
11,2022,I experienced racism against me which I did not in 2019. Mainly by females.
11,2022,Some of the people were not friendly.
11,2022,Some hotel workers could be more nice to guests not familiar with the policies or way of doing things.
11,2022,Improve customs and sleazy concierge and I may be back. Otherwise everyone else at Rose Hall suites and drivers with JT were very friendly and helpful. Thank you.
11,2022,Customs process was poorly managed.
11,2022,Awesome time. I love everything.
11,2022,Demand respect from visiting white tourists.
11,2022,Long immigration lines.
11,2022,"Immigration lines extremely long, staff had no sense of urgency."
11,2022,Wish there was more Jamaican food at Secrets but I just went out to get it which was excellent.
11,2022,Everyone was very friendly.
11,2022,Increase GDP; print own money; Create a Caribbean coalition; work on competent infrastructure; pay and recruit police. Jamaica nice.
11,2022,Customer service is generally poor and this is not limited to anyone sector. Personnel needs adequate training of how to reply to guests etc.
11,2022,COVID not a factor.
11,2022,Always good to be in Jamaica.
11,2022,"Work on getting asthetic of the accommodations together. However, your level of hospitality is like no other and made me forget things were not asthetically pleasing."
11,2022,Service at our breakfast buffet could be better organized.
11,2022,"Very expensive, not enough shops."
11,2022,Customs employees should be more friendly. They were rude and unwelcomed.
11,2022,Sandals resort lies alot.
11,2022,Roads are rough - takes a long time to get places.
11,2022,We loved our trip.
11,2022,Beautiful country and beautiful people.
12,2022,THE IMMIGRATION LINE IS TOO LONG
12,2022,IMPROVE SHUTTLE ACCOMODATIONS FROM THE AIRPORT TO AND FROM NEGRIL
12,2022,COVID IS OVER
12,2022,"SUNWING ONLINE CUSTOM FORM IS SEPARAATE FOR EACH FAMILY MEMBER, HAVE 1 FORM FOR FAMILY"
12,2022,PAID ALOT FOR ATTRACTION BUT STILL HARRASSED FOR TIPS
12,2022,CONSIDER UPDATING RESORTS OFFERED
12,2022,THE DRIVING HERE IS CRAZY
12,2022,THE GOVT IN JAMAICA NEEDS TO SPEND MONEY IN NEGRIL TO BRING IT UP TO STANDARD OF OUR TOURIST AREAS
12,2022,LOVE LOVE LOVE JAMAICA. WE LOVE YA'LL
12,2022,LOVE JAMAICA. WILL RETURN. AIRPORT TOOK 3 HOURS TO LEAVE
12,2022,WOULDVE LIKED TO GET MY PASSPORT STAMPED
12,2022,CURB THE CRIME AND WRECKLESS DRIVING ON THE ROADS
12,2022,"IMPROVE CUSTOMS, IMMIGRATION PROCESS"
12,2022,CANNOT WAIT TO COMEBACK
12,2022,CUSTOMER SERVICE TRAINING FOR AIRPORT STAFF
12,2022,LIKED PRIORITY THROUGH CUSTOMS FOR KIDS
12,2022,BETTER AIRPORT WIFI
12,2022,GREAT VACATION
12,2022,"ENJOYED JAMAICA, BUS DRIVER FROM HOTEL TO HERE WAS RUDE AND DISRESPECTFUL"
12,2022,excellent vacation
12,2022,try to make getting through customs when entering faster
12,2022,signs leaving airport a bit confusing
12,2022,Airport on arrival was very inefficient and disorganized. hard to tell where to go
12,2022,"encourage cruiselines to have people stop/shop in falmouth, not montego bay"
12,2022,"loved jamaica, best people"
12,2022,biggest issue on the streets and neighbourhoods is garbage everywhere
12,2022,"keep no masks, travel was much better without pretesting , post testing for covid"
12,2022,add more road lanes for faster commute to resorts
12,2022,"people talked to me too much, i needed more space"
12,2022,loved it
12,2022,cheaper chips/ snacks
12,2022,the customs check in site is great but it should send confirmation email to the user
12,2022,had a great time 10/10 would recommend
12,2022,better transportation needed from airport.
12,2022,upon arrival. the airport passage is in a bad condition
12,2022,improve attitude of airport staff
12,2022,clean up trash
12,2022,impro2ve attitude of airport staff assisting tourist
12,2022,at the airport cooperate with usa global entry privileges
12,2022,i feel people can be little more welcoming and polite
12,2022,not happy about time shares
12,2022,"visited as a tourist despite having family here. beautiful island, wonderful people"
12,2022,more training for resort staff for all visitors
12,2022,roads system need attention
12,2022,The reality of the visit is not in line advertisment. very dissapointed.
12,2022,not the quiet relaxed holiday we expected due to americans descending every weekend and spoiling it
12,2022,dont ask has much we gain
12,2022,good vibes
12,2022,loved our trip
12,2022,coming to jamaica. more friendly staff amd more help
12,2022,coming in on flight you need more directions
12,2022,a always enjoy my time here!
12,2022,thank you! very great vacation
12,2022,"service counter, air canada and security, rude"
12,2022,custom waiting is way too long
12,2022,the arrival need to be better waiting in line
12,2022,make the survey electronic
12,2022,airport restrooms can be better
12,2022,a good trip was usual. jamaica will always be beutiful island to visit
12,2022,our favourite place to visit
12,2022,GOOD VACATION
12,2022,"BEAUTIFUL ISLAND, BEAUTIFUL FRIENDLY PEOPLE"
12,2022,IMPROVE WHEELCHAIR ACCESSIBILITY
12,2022,WAS REALLY IMPRESSED WITH THE GREAT HOSPITALITY
12,2022,BEAUTIFUL COUNTRY AND PEOPLE
12,2022,PLEASE IMPROVE THE ARRIVAL PROCEDURE
12,2022,IMPROVE EQUIPMENT OF RESORT
12,2022,MORE SANITIZER STATIONS @ AIRPORT
12,2022,UPDATE THE FOOD
12,2022,AIRPORT COULD HAVE MORE INSTRUCTIONS FOR SPECIFIC
12,2022,GREAT PLACE FOR AN EVENT
12,2022,WE ENJOYED OUR STAY
12,2022,"Pasta good, musicians good but need more chatter talk from stage."
12,2022,The food was not food! The food was exceptional in prior years.
12,2022,Have more excursions.
12,2022,Pasta party for no-runner too expensive $30.
12,2022,I'm so glad to be here. The pasta party was wonderful.
12,2022,At the marathon start we should have been seeing more articles about Jmaaica. e.g. sports clothes from Jamaica.
12,2022,Great pasta party.
12,2022,I was a spectator.
12,2022,Love this event.
12,2022,Very organized. More portapottys.
12,2022,Loved the band at the Pasta Party.
12,2022,This is a very good invitation by the JTA.
12,2022,Reggae Marathon is great.
12,2022,Great use!
12,2022,This evaluation was given before the occurance of the marathon. Event was not completed.
12,2022,Technical t-shirt for finishes.
12,2022,I can do yoga or Zumba or dance fitness fun for the staff and guests who are waiting for warm up and after party.
12,2022,Shuttle service to Pasta Party.
12,2022,Provide shuttle to pasta party. Better organization so lines are not so long for foods. Trivia and other interesting fun things at Pasta Party. Meet and greet - offer more variety of food. I was not impressed with pasta party but did enjoy music (ste
12,2022,Club Mobay needs to be improved. Airport improved.
12,2022,More vegan options.
12,2022,Well organized fun event.
12,2022,Vegan options.
12,2022,Digital surveys using a QR code.
12,2022,Please advertise the race shows donation next year.
12,2022,Have lights along course for safety.
12,2022,Thank you for the opportunity.
12,2022,The pasta dinner was wonderful.
12,2022,None of this year. This is arecovery year. An amazing job on reinstitutions.
12,2022,Pasta party ting too long for same food.
12,2022,Just got here but the pasta party was amazing!
12,2022,If possible get an electrolite drink you can buy at the expo.
12,2022,Looking forward to a good run!! 21km in 2 hours.
